supplier name,supplier identifier,web site,description,account number,rating,address type,address line1,address line2,city,zip code,province region,us state,country/region,company phone type 1,company phone number 1,company phone extension 1,company phone notes 1,first names,Last Name,title,email,contact phone type 1,contact phone number 1,contact phone extension 1,contact phone type 2,contact phone number 2,contact phone extension 2,contact phone type 3,contact phone number 3,contact phone extension 3,creation date,modification date,Country of Origin
VISHAY/GENERSL SEMI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:21:16, , 
VISHAY/SILICONIX, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:07:59, , 
VISHAY/SILICONIX/TEMIC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:31:32, , 
VISHAY/SPRAGUE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:33:18, , 
VISHAY/VITRAMON (VJ X7R SERIES), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:21:19, , 
VISHY/BC COMPONENTS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:17:56, , 
VISHY/DALE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:28:15, , 
VISIONOX, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:23:59, , 
Visual Communication Company, ,https://vcclite.com, , ,unrated, , , , , , , , ,main,1.800.522.5546, , , , , , , , , , , , , , , ,2017-05-23 11:53:54, , 
Visual Communication Company, , , , , ,main,12780 Danielson Court, ,Poway, , ,CALIFORNIA,United States, , , , , , , , , , , , , , , , , , , , 
VITROHM, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:05:54, , 
VOLEX, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:26:50, , 
WAGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:05:53, , 
WAH HING, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:27:06, , 
WALSIN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:32:58,2016-08-25 09:37:05, 
Walsin Technology Corporation, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-07-16 23:12:00, , 
Walsin Technology Corporation, , , , , ,main, , , , , ,CALIFORNIA,China, , , , , , , , , , , , , , , , , , , , 
WASIN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:34:32, , 
Watt Stopper Inc,Orem, ,Don't use this account for Wattstopper production., ,disapproved, , , , , , , , ,fax,8012240355, , , , , , , , , , , , , , , ,2015-02-11 07:28:23,2017-04-05 12:42:32,USA
Watt Stopper Inc, , , , , ,main,1061 South 800 East, ,Orem,84097, ,UTAH,United States,main,8012292800, , , , , , , , , , , , , , , , , ,USA
WAVE-TECH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:25:31, , 
WCON, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:26:52, , 
WD CAVIAR (WESTERN DIGITAL), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:21:21, , 
WEALTH METAL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:17:59, , 
WEALTH METAL/KODDY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:28:27, , 
WEALTH METAL/KODY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:29:51, , 
WECO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:07:43, , 
WEIDMULLER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:05:52, , 
WELL LONG, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:08:04, , 
WELLS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:08:01, , 
WELLSHOW, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:25:26, , 
WELON, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:21:20, , 
WELTH METAL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:18:02, , 
WELWYN COMPONENTS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:05:55, , 
WENRUN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:25:22, , 
WICKMANN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:07:57, , 
WIELAND, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:08:03, , 
Will Semiconductor, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-03-25 22:27:54, , 
WILLAS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:07:47, , 
Wilson Electronics, , , , ,approved, , , , , , , , , , , , , , , , , , , , , , , , , ,2017-02-08 08:29:34, , 
WIMA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:23:56, , 
WINBOND, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:07:59, , 
WING FUNG, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:33:11, , 
WING FUNG ADHESIVE MFG., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:17:57, , 
WING SHING (WS), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:28:32, , 
WOER, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:25:33, , 
WORLD WALK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:06:02, , 
worldwalk, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-08-10 23:49:44, , 
WTL International Limited, ,www.wtlcrystals.com, , ,unrated, , , , , , , , ,fax,86-755-8267 9302, , , , , , , , , , , , , , , ,2018-01-18 18:11:38, , 
WTL International Limited, , , , , ,main, , ,Shen Zhen, , , ,China,main,86-755-8267 7582, , , , , , , , , , , , , , , , , , 
WUHAN FORTE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:28:28, , 
WURTH, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:21:36, , 
Wurth Elektronik,Discrete Semiconductor Products,www.we-online.com, , ,unrated, , , , , , , , ,main,49079429450, , , , , , , , , , , , , , , ,2019-04-27 17:29:58, , 
Wurth Elektronik, , , , , ,main,Max-Eyth-str. 1, ,Waldenburg,74638, , ,Germany, , , , , , , , , , , , , , , , , , , , 
XIAMEN SET, ,WWW.SETFUSE.COM, , ,unrated, , , , , , , , ,fax,865925715839, , , , , , , , , , , , , , , ,2018-03-09 18:17:17, ,China
XIAMEN SET, , , , , , , , , , , , , ,main,865925715838, , , , , , , , , , , , , , , , , ,China
XICON, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:05:57, , 
XICON (XAL SERIES), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:23:43, , 
XIN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:23:44, , 
XIN RONG, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:06:03, , 
XINGRONG, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:05:54, , 
XINRONG, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:06:08, , 
XINYA ELECTRONICS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:08:04, , 
XINYU, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:17:58, , 
XIZON (ESRL SERIES), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:08:04, , 
XMULTIPLE,CONNECTORS,http://www.xmultiple.com, , ,unrated, , , , , , , , ,fax,18055797800, , , , , , , , , , , , , , , ,2019-04-27 15:33:18, ,USA
XMULTIPLE, , , , , ,main,1060 Los Angeles Ave, ,Semi Valley,93065, ,CALIFORNIA,United States,main,18055791000, , , , , , , , , , , , , , , , , ,USA
XUE YANG, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:07:45, , 
XUE YANG(YAN YANG), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:28:29, , 
XUEYANG, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:27:05, , 
XYET, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:07:51, , 
YAGEO, , , , ,approved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:05:54,2016-05-17 11:20:38, 
YAGEO (BZ SPECIAL), , ,Use main Yageo supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:31:25,2017-10-23 15:24:48, 
YAGEO (CC SERIES), , ,Use main Yageo supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:21:34,2017-10-23 15:25:14, 
YAGEO (CCSERIES), , ,Use main Yageo supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:28:34,2017-10-23 15:25:38, 
YAGEO (X5R SERIES), , ,Use main Yageo supplier, ,disapproved, , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:23:58,2017-10-23 15:25:58, 
Yageo-RC Series, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-03-13 19:00:36, , 
YAGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:31:37, , 
YAIYO YUDEN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:25:19, , 
YAN YANG, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:17:55, , 
YANG GANG, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:25:18, , 
YANG JIE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:06:05,2016-06-15 15:51:16, 
YANG MING, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:25:22, , 
Yangjie, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-06-30 02:18:51, , 
YANGYANG, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:26:50, , 
YANYANG, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:08:01, , 
YAOYU, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:23:54, , 
YEEBO LCD LTD, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:23:54, , 
YEGEO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:31:32, , 
YEH LOONG ENTERPRISE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:18:11, , 
YI XING HUIFU RUBBER AND PLASTIC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:25:27, , 
YICHA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:18:17, , 
YIHUA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:07:59, , 
YIHUA (CZT), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:35:41, , 
YIHUNG, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 15:16:58, , 
YIN NAN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:06:08, , 
YIN NAN @ $1.20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:21:26, , 
YIN NAN/YI CHA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:05:55, , 
YMIN, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2020-07-31 02:00:36, , 
YONG YIN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:30:00, , 
YUAN FENG (GA SERIES), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:34:34, , 
YUE XIAN, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2018-09-16 23:50:27, ,China
YUENFUNG, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:23:53, , 
YUET CHUNG, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:28:34, , 
YUYING, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2019-09-17 18:30:42, ,China
Z-Tronix,11412, , , ,approved,main,6327 Alondra Blvd, ,Paramount,90723, ,CALIFORNIA,United States,main,(562) 808-0800, , , , , , , , , , , , , , , ,2019-08-19 09:24:24,2019-08-20 10:42:31,USA
ZAMBRE @ $6.98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:28:14, , 
ZEBRA, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:23:46, , 
ZEBRA TECHNOLOGIES, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:25:18, , 
ZEBRA TECHNOLOGY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:17:59, , 
ZETEX, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:18:13, , 
ZETEX/DIODES INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 15:16:52, , 
ZETEX/DIODES INC., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:06:05, , 
ZHENHUI, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:23:52, , 
ZHONG XING, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:08:04, , 
ZIERICK, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:06:05, , 
ZIPPY TECNOLOGY, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:06:08, , 
ZONKAS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:21:15, , 
ZONKAS (GPA SERIES), , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2015-02-11 08:18:11, , 
ZOWIE, , , , ,unrated, , , , , , , , , , , , , , , , , , , , , , , , , ,2016-08-07 23:46:44, , 
